"os_id","contribution_date","name","address","country_code","country_name","lat","lng","sector","contributor (list)","number_of_workers","parent_company","processing_type_facility_type_raw","facility_type","processing_type","product_type","is_closed"
"AU2024275MZV420","2024-10-01","INDIAN OCEAN ROCK LOBSTER PTY LTD","11 MADRID STREET, CERVANTES, WA 6511","AU","Australia",-30.4937091,115.0682382,"Animal Production|Fishing|Food|Food Industry|Unspecified","Australian Government - Department of Agriculture, Fisheries and Forestry [Public List]|European Commission: TRACES – TRAde Control and Expert System [Public List]","","","","","","","False"
"BB20242839AGN3M","2024-10-09","The West India Biscuit Company Ltd","Gills Road, P.O. Box 94 Bridgetown","BB","Barbados",13.1020276,-59.6128753,"Food","US Food & Drug Administration (FDA) [Public List]","","","","","","","False"
"BD2024277003Q5X","2024-10-03","Jamuna Cables & Rubber India (M/S)","Gazipur Sadar, Gazipur, Dhaka","BD","Bangladesh",23.9999322,90.4202176,"Plastics","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 1)","","","","","","","False"
"BD20242772DN4X3","2024-10-03","Dishari Polly and Printing India","Tongi East, Gazipur, Dhaka","BD","Bangladesh",23.889974,90.40734719999999,"Plastics","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 1)","","","","","","","False"
"BD20242773Y35S0","2024-10-03","Sunn Yard Poly Vinayle India Ltd.","Gazipur Sadar, Gazipur, Dhaka","BD","Bangladesh",23.9999322,90.4202176,"Plastics","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 1)","","","","","","","False"
"BD202427771KCTZ","2024-10-03","Hawks India Ltd.","Tongi East, Gazipur, Dhaka","BD","Bangladesh",23.889974,90.40734719999999,"Plastics","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 1)","","","","","","","False"
"BD20242779D9669","2024-10-03","At B. Co India Ltd.","Gazipur Sadar, Gazipur, Dhaka","BD","Bangladesh",23.9999322,90.4202176,"Plastics","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 1)","","","","","","","False"
"BD2024277B8PFF5","2024-10-03","Bangladesh-India Friendship Power Company (Pvt.) Limited","Rampal, Bagerhat, Khulna","BD","Bangladesh",22.5837317,89.6721038,"Energy|Energy Production & Utilities|Utilities","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 1)","1001-2000","","","","","","False"
"BD2024277TS3PDQ","2024-10-03","Haji Paper & Board India Ltd.","Gazipur Sadar, Gazipur, Dhaka","BD","Bangladesh",23.9999322,90.4202176,"Paper Products","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 1)","","","","","","Paper Mill","False"
"BD20242809TJXAM","2024-10-03","International Leather and Footwear India Ltd.","Tongi East, Gazipur, Dhaka","BD","Bangladesh",23.889974,90.40734719999999,"Footwear","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 6)","","","","","","","False"
"BD2024280N2AAX0","2024-10-03","Helix Wire and Cables India Ltd.","Sreepur, Gazipur, Dhaka","BD","Bangladesh",24.1996574,90.48090979999999,"Electronics","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 1)","","","","","","","False"
"BD20242812KTSVW","2024-10-03","Monsoon Vegetable Oil India","Gazipur Sadar, Gazipur, Dhaka","BD","Bangladesh",23.9999322,90.4202176,"Manufacturing","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 7)","","","","","","","False"
"BD202428153BCRG","2024-10-03","Prince Himel Bricks India","Gazipur Sadar, Gazipur, Dhaka","BD","Bangladesh",23.9999322,90.4202176,"Manufacturing","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 7)","","","","","","","False"
"BD202428189Y5AQ","2024-10-03","Gazipur Bricks India","Gazipur Sadar, Gazipur, Dhaka","BD","Bangladesh",23.9999322,90.4202176,"Manufacturing","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 7)","","","","","","","False"
"BD20242818SV4QG","2024-10-03","Senli India (Bangladesh) Ltd.","Kaliakair, Gazipur, Dhaka","BD","Bangladesh",24.0777834,90.20976139999999,"Manufacturing","Bangladesh Department of Inspection for Factories and Establishments (LIMA) [Public List] (October 3 2024 - LIMA 7)","","","","","","","False"
